1607,1754
517,1754
6,1754
519,1754
520,1754
521,1754
1584,1754
1548,1754
525,1754
1552,1754
17,1754
530,1754
1044,1754
21,1754
1464,1754
24,1754
27,1754
1484,1754
29,1754
1568,1754
944,1754
1058,1754
1740,1754
518,1754
945,1754
552,1754
41,1754
1031,1754
557,1754
1071,1754
1072,1754
1032,1754
562,1754
564,1754
1078,1754
567,1754
1502,1754
57,1754
59,1754
778,1754
575,1754
576,1754
1632,1754
1030,1754
70,1754
71,1754
1292,1754
590,1754
591,1754
1104,1754
872,1754
1554,1754
1107,1754
1624,1754
90,1754
1295,1754
92,1754
93,1754
1381,1754
96,1754
1121,1754
1382,1754
1131,1754
108,1754
890,1754
1646,1754
625,1754
1138,1754
627,1754
118,1754
631,1754
123,1754
1149,1754
126,1754
127,1754
129,1754
1155,1754
644,1754
133,1754
135,1754
136,1754
137,1754
138,1754
652,1754
654,1754
143,1754
656,1754
1048,1754
1164,1754
963,1754
660,1754
151,1754
1177,1754
1178,1754
1179,1754
1045,1754
1695,1754
160,1754
1392,1754
1186,1754
164,1754
165,1754
1649,1754
168,1754
681,1754
170,1754
1199,1754
687,1754
1200,1754
690,1754
692,1754
182,1754
189,1754
190,1754
885,1754
620,1754
1730,1754
195,1754
1733,1754
198,1754
711,1754
1736,1754
201,1754
202,1754
203,1754
204,1754
208,1754
209,1754
727,1754
728,1754
217,1754
730,1754
1487,1754
733,1754
1248,1754
1249,1754
1147,1754
740,1754
742,1754
1576,1754
746,1754
1575,1754
749,1754
750,1754
1661,1754
752,1754
1457,1754
1440,1754
244,1754
1065,1754
246,1754
247,1754
762,1754
1696,1754
764,1754
1645,1754
254,1754
767,1754
1495,1754
259,1754
260,1754
1287,1754
265,1754
266,1754
215,1754
780,1754
1744,1754
783,1754
272,1754
273,1754
276,1754
277,1754
278,1754
279,1754
1306,1754
796,1754
797,1754
286,1754
1328,1754
802,1754
804,1754
806,1754
1329,1754
1321,1754
1322,1754
1324,1754
1325,1754
1245,1754
816,1754
817,1754
1330,1754
819,1754
820,1754
1057,1754
310,1754
312,1754
825,1754
314,1754
1503,1754
1289,1754
319,1754
1344,1754
321,1754
323,1754
1590,1754
839,1754
329,1754
332,1754
1357,1754
334,1754
335,1754
848,1754
849,1754
850,1754
1729,1754
343,1754
1369,1754
1370,1754
655,1754
348,1754
349,1754
1376,1754
1424,1754
1482,1754
1595,1754
1332,1754
870,1754
359,1754
360,1754
361,1754
1420,1754
363,1754
880,1754
881,1754
882,1754
1395,1754
1396,1754
373,1754
886,1754
375,1754
376,1754
378,1754
1599,1754
892,1754
893,1754
894,1754
1407,1754
896,1754
386,1754
1476,1754
833,1754
1417,1754
908,1754
1517,1754
399,1754
400,1754
1426,1754
916,1754
406,1754
922,1754
413,1754
1439,1754
416,1754
1443,1754
1094,1754
934,1754
935,1754
1692,1754
939,1754
1452,1754
941,1754
1437,1754
432,1754
433,1754
434,1754
435,1754
949,1754
1609,1754
440,1754
955,1754
1468,1754
957,1754
958,1754
1739,1754
448,1754
449,1754
1474,1754
451,1754
452,1754
1490,1754
844,1754
970,1754
459,1754
972,1754
461,1754
975,1754
1643,1754
1360,1754
1491,1754
1492,1754
469,1754
471,1754
1406,1754
1359,1754
478,1754
991,1754
480,1754
993,1754
1019,1754
1508,1754
1001,1754
1515,1754
1004,1754
1005,1754
971,1754
1519,1754
1008,1754
1009,1754
1522,1754
500,1754
501,1754
1015,1754
1016,1754
1018,1754
255,1754
1020,1754
