Date,Open,High,Low,Last,Volume,Status
10/11/1996,1739295,1739295,1739295,1739295,0
17/11/1996,1760265,1760265,1760265,1760265,0
24/11/1996,1635050,1635050,1635050,1635050,0
01/12/1996,1543570,1543570,1543570,1543570,0
08/12/1996,1550775,1550775,1550775,1550775,0
15/12/1996,1553705,1553705,1553705,1553705,0
22/12/1996,1535605,1535605,1535605,1535605,0
29/12/1996,1508440,1508440,1508440,1508440,0
05/01/1997,1522420,1522420,1522420,1522420,0
12/01/1997,1534335,1534335,1534335,1534335,0
19/01/1997,1470720,1470720,1470720,1470720,0
26/01/1997,1526740,1526740,1526740,1526740,0
02/02/1997,1560785,1560785,1560785,1560785,0
09/02/1997,1606470,1606470,1606470,1606470,0
16/02/1997,1625285,1625285,1625285,1625285,0
23/02/1997,1755575,1755575,1755575,1755575,0
02/03/1997,1881500,1881500,1881500,1881500,0
09/03/1997,1945875,1945875,1945875,1945875,0
16/03/1997,1943220,1943220,1943220,1943220,0
23/03/1997,1881680,1881680,1881680,1881680,0
30/03/1997,1870015,1870015,1870015,1870015,0
06/04/1997,1909960,1909960,1909960,1909960,0
13/04/1997,1839185,1839185,1839185,1839185,0
20/04/1997,1788265,1788265,1788265,1788265,0
27/04/1997,1680995,1680995,1680995,1680995,0
04/05/1997,1587855,1587855,1587855,1587855,0
11/05/1997,1493145,1493145,1493145,1493145,0
18/05/1997,1436055,1436055,1436055,1436055,0
25/05/1997,1434670,1434670,1434670,1434670,0
01/06/1997,1423425,1423425,1423425,1423425,0
08/06/1997,1381475,1381475,1381475,1381475,0
15/06/1997,1369830,1369830,1369830,1369830,0
22/06/1997,1363330,1363330,1363330,1363330,0
29/06/1997,1362525,1362525,1362525,1362525,0
06/07/1997,1337470,1337470,1337470,1337470,0
13/07/1997,1380335,1380335,1380335,1380335,0
20/07/1997,1324930,1324930,1324930,1324930,0
27/07/1997,1331835,1331835,1331835,1331835,0
03/08/1997,1316195,1316195,1316195,1316195,0
10/08/1997,1344075,1344075,1344075,1344075,0
17/08/1997,1323905,1323905,1323905,1323905,0
24/08/1997,1396690,1396690,1396690,1396690,0
31/08/1997,1518475,1518475,1518475,1518475,0
07/09/1997,1513870,1513870,1513870,1513870,0
14/09/1997,1494500,1494500,1494500,1494500,0
21/09/1997,1518470,1518470,1518470,1518470,0
28/09/1997,1554590,1554590,1554590,1554590,0
05/10/1997,1645395,1645395,1645395,1645395,0
12/10/1997,1721170,1721170,1721170,1721170,0
19/10/1997,1874390,1874390,1874390,1874390,0
26/10/1997,2009200,2009200,2009200,2009200,0
02/11/1997,2032485,2032485,2032485,2032485,0
09/11/1997,1978425,1978425,1978425,1978425,0
16/11/1997,1939945,1939945,1939945,1939945,0
23/11/1997,1884400,1884400,1884400,1884400,0
30/11/1997,1810255,1810255,1810255,1810255,0
07/12/1997,1746825,1746825,1746825,1746825,0
14/12/1997,1684345,1684345,1684345,1684345,0
21/12/1997,1616685,1616685,1616685,1616685,0
28/12/1997,1616855,1616855,1616855,1616855,0
04/01/1998,1600420,1600420,1600420,1600420,0
11/01/1998,325296,325296,325296,325296,0
18/01/1998,328191,328191,328191,328191,0
25/01/1998,323606,323606,323606,323606,0
01/02/1998,333849,333849,333849,333849,0
08/02/1998,337628,337628,337628,337628,0
15/02/1998,345123,345123,345123,345123,0
22/02/1998,346529,346529,346529,346529,0
01/03/1998,341129,341129,341129,341129,0
08/03/1998,341999,341999,341999,341999,0
15/03/1998,352601,352601,352601,352601,0
22/03/1998,356145,356145,356145,356145,0
29/03/1998,366111,366111,366111,366111,0
05/04/1998,377705,377705,377705,377705,0
12/04/1998,376009,376009,376009,376009,0
19/04/1998,367865,367865,367865,367865,0
26/04/1998,368931,368931,368931,368931,0
03/05/1998,351288,351288,351288,351288,0
10/05/1998,341179,341179,341179,341179,0
17/05/1998,337999,337999,337999,337999,0
24/05/1998,336359,336359,336359,336359,0
31/05/1998,335428,335428,335428,335428,0
07/06/1998,331421,331421,331421,331421,0
14/06/1998,336920,336920,336920,336920,0
21/06/1998,332928,332928,332928,332928,0
28/06/1998,318358,318358,318358,318358,0
05/07/1998,301399,301399,301399,301399,0
12/07/1998,290812,290812,290812,290812,0
19/07/1998,286344,286344,286344,286344,0
26/07/1998,296944,296944,296944,296944,0
02/08/1998,311530,311530,311530,311530,0
09/08/1998,319983,319983,319983,319983,0
16/08/1998,313114,313114,313114,313114,0
23/08/1998,319520,319520,319520,319520,0
30/08/1998,314728,314728,314728,314728,0
06/09/1998,314670,314670,314670,314670,0
13/09/1998,316404,316404,316404,316404,0
20/09/1998,318977,318977,318977,318977,0
27/09/1998,326092,326092,326092,326092,0
04/10/1998,328605,328605,328605,328605,0
11/10/1998,331570,331570,331570,331570,0
18/10/1998,330241,330241,330241,330241,0
25/10/1998,332862,332862,332862,332862,0
01/11/1998,336227,336227,336227,336227,0
08/11/1998,338971,338971,338971,338971,0
15/11/1998,358209,358209,358209,358209,0
22/11/1998,353299,353299,353299,353299,0
29/11/1998,329167,329167,329167,329167,0
06/12/1998,314558,314558,314558,314558,0
13/12/1998,315631,315631,315631,315631,0
20/12/1998,316504,316504,316504,316504,0
27/12/1998,328790,328790,328790,328790,0
03/01/1999,330542,330542,330542,330542,0
10/01/1999,352213,352213,352213,352213,0
17/01/1999,352168,352168,352168,352168,0
24/01/1999,362863,362863,362863,362863,0
31/01/1999,365445,365445,365445,365445,0
07/02/1999,366136,366136,366136,366136,0
14/02/1999,362788,362788,362788,362788,0
21/02/1999,363855,363855,363855,363855,0
28/02/1999,356259,356259,356259,356259,0
07/03/1999,367358,367358,367358,367358,0
14/03/1999,350183,350183,350183,350183,0
21/03/1999,346510,346510,346510,346510,0
28/03/1999,358656,358656,358656,358656,0
04/04/1999,365066,365066,365066,365066,0
11/04/1999,348323,348323,348323,348323,0
18/04/1999,340594,340594,340594,340594,0
25/04/1999,342898,342898,342898,342898,0
02/05/1999,338989,338989,338989,338989,0
09/05/1999,343413,343413,343413,343413,0
16/05/1999,337342,337342,337342,337342,0
23/05/1999,333716,333716,333716,333716,0
30/05/1999,340187,340187,340187,340187,0
06/06/1999,339561,339561,339561,339561,0
13/06/1999,327740,327740,327740,327740,0
20/06/1999,323218,323218,323218,323218,0
27/06/1999,314347,314347,314347,314347,0
04/07/1999,315863,315863,315863,315863,0
11/07/1999,331982,331982,331982,331982,0
18/07/1999,335534,335534,335534,335534,0
25/07/1999,330332,330332,330332,330332,0
01/08/1999,324624,324624,324624,324624,0
08/08/1999,323900,323900,323900,323900,0
15/08/1999,329523,329523,329523,329523,0
22/08/1999,318164,318164,318164,318164,0
29/08/1999,309865,309865,309865,309865,0
05/09/1999,291884,291884,291884,291884,0
12/09/1999,286927,286927,286927,286927,0
19/09/1999,299183,299183,299183,299183,0
26/09/1999,330620,330620,330620,330620,0
03/10/1999,349253,349253,349253,349253,0
10/10/1999,368392,368392,368392,368392,0
17/10/1999,407235,407235,407235,407235,0
24/10/1999,425938,425938,425938,425938,0
31/10/1999,436730,436730,436730,436730,0
07/11/1999,456456,456456,456456,456456,0
14/11/1999,462195,462195,462195,462195,0
21/11/1999,468583,468583,468583,468583,0
28/11/1999,467942,467942,467942,467942,0
05/12/1999,418461,418461,418461,418461,0
12/12/1999,387408,387408,387408,387408,0
19/12/1999,395065,395065,395065,395065,0
26/12/1999,386159,386159,386159,386159,0
02/01/2000,381628,381628,381628,381628,0
09/01/2000,394371,394371,394371,394371,0
16/01/2000,414897,414897,414897,414897,0
23/01/2000,462504,462504,462504,462504,0
30/01/2000,475713,475713,475713,475713,0
06/02/2000,483145,483145,483145,483145,0
13/02/2000,482868,482868,482868,482868,0
20/02/2000,488190,488190,488190,488190,0
27/02/2000,483070,483070,483070,483070,0
05/03/2000,452108,452108,452108,452108,0
12/03/2000,451888,451888,451888,451888,0
19/03/2000,483635,483635,483635,483635,0
26/03/2000,503995,503995,503995,503995,0
02/04/2000,506215,506215,506215,506215,0
09/04/2000,497499,497499,497499,497499,0
16/04/2000,490359,490359,490359,490359,0
23/04/2000,489799,489799,489799,489799,0
30/04/2000,476104,476104,476104,476104,0
07/05/2000,477479,477479,477479,477479,0
14/05/2000,490129,490129,490129,490129,0
21/05/2000,473316,473316,473316,473316,0
28/05/2000,468140,468140,468140,468140,0
04/06/2000,451502,451502,451502,451502,0
11/06/2000,449641,449641,449641,449641,0
18/06/2000,457972,457972,457972,457972,0
25/06/2000,449060,449060,449060,449060,0
02/07/2000,431659,431659,431659,431659,0
16/07/2000,391223,391223,391223,391223,0
23/07/2000,389642,389642,389642,389642,0
30/07/2000,385245,385245,385245,385245,0
06/08/2000,395295,395295,395295,395295,0
13/08/2000,388462,388462,388462,388462,0
20/08/2000,396522,396522,396522,396522,0
27/08/2000,386898,386898,386898,386898,0
03/09/2000,377046,377046,377046,377046,0
10/09/2000,357103,357103,357103,357103,0
17/09/2000,353544,353544,353544,353544,0
24/09/2000,355570,355570,355570,355570,0
01/10/2000,359820,359820,359820,359820,0
08/10/2000,372610,372610,372610,372610,0
15/10/2000,383007,383007,383007,383007,0
22/10/2000,400253,400253,400253,400253,0
29/10/2000,409896,409896,409896,409896,0
05/11/2000,433534,433534,433534,433534,0
12/11/2000,462195,462195,462195,462195,0
19/11/2000,465100,465100,465100,465100,0
26/11/2000,459375,459375,459375,459375,0
03/12/2000,440698,440698,440698,440698,0
10/12/2000,418572,418572,418572,418572,0
17/12/2000,409551,409551,409551,409551,0
24/12/2000,408982,408982,408982,408982,0
31/12/2000,409088,409088,409088,409088,0
07/01/2001,441230,441230,441230,441230,0
14/01/2001,439236,439236,439236,439236,0
21/01/2001,447139,447139,447139,447139,0
28/01/2001,457048,457048,457048,457048,0
04/02/2001,477702,477702,477702,477702,0
11/02/2001,484877,484877,484877,484877,0
18/02/2001,481111,481111,481111,481111,0
25/02/2001,453950,453950,453950,453950,0
04/03/2001,441403,441403,441403,441403,0
11/03/2001,431280,431280,431280,431280,0
18/03/2001,429532,429532,429532,429532,0
25/03/2001,448813,448813,448813,448813,0
01/04/2001,444317,444317,444317,444317,0
08/04/2001,456124,456124,456124,456124,0
15/04/2001,456567,456567,456567,456567,0
22/04/2001,462260,462260,462260,462260,0
29/04/2001,453768,453768,453768,453768,0
06/05/2001,425533,425533,425533,425533,0
13/05/2001,425030,425030,425030,425030,0
20/05/2001,422832,422832,422832,422832,0
27/05/2001,420157,420157,420157,420157,0
03/06/2001,430772,430772,430772,430772,0
10/06/2001,426877,426877,426877,426877,0
17/06/2001,426222,426222,426222,426222,0
24/06/2001,432700,432700,432700,432700,0
01/07/2001,418125,418125,418125,418125,0
08/07/2001,387061,387061,387061,387061,0
15/07/2001,383868,383868,383868,383868,0
22/07/2001,398036,398036,398036,398036,0
29/07/2001,390078,390078,390078,390078,0
05/08/2001,388024,388024,388024,388024,0
12/08/2001,390458,390458,390458,390458,0
19/08/2001,395100,395100,395100,395100,0
26/08/2001,398357,398357,398357,398357,0
02/09/2001,371734,371734,371734,371734,0
09/09/2001,351208,351208,351208,351208,0
23/09/2001,366262,366262,366262,366262,0
30/09/2001,390379,390379,390379,390379,0
07/10/2001,407446,407446,407446,407446,0
14/10/2001,409445,409445,409445,409445,0
21/10/2001,413994,413994,413994,413994,0
28/10/2001,424669,424669,424669,424669,0
04/11/2001,444351,444351,444351,444351,0
11/11/2001,469007,469007,469007,469007,0
18/11/2001,470781,470781,470781,470781,0
25/11/2001,473320,473320,473320,473320,0
02/12/2001,448148,448148,448148,448148,0
09/12/2001,412118,412118,412118,412118,0
16/12/2001,416458,416458,416458,416458,0
23/12/2001,410800,410800,410800,410800,0
13/01/2002,445525,445525,445525,445525,0
20/01/2002,459614,459614,459614,459614,0
27/01/2002,465591,465591,465591,465591,0
03/02/2002,472130,472130,472130,472130,0
10/02/2002,476961,476961,476961,476961,0
17/02/2002,469962,469962,469962,469962,0
24/02/2002,461087,461087,461087,461087,0
03/03/2002,452204,452204,452204,452204,0
10/03/2002,428020,428020,428020,428020,0
17/03/2002,427939,427939,427939,427939,0
24/03/2002,430984,430984,430984,430984,0
31/03/2002,437776,437776,437776,437776,0
07/04/2002,437224,437224,437224,437224,0
14/04/2002,437622,437622,437622,437622,0
21/04/2002,433206,433206,433206,433206,0
28/04/2002,425875,425875,425875,425875,0
05/05/2002,398824,398824,398824,398824,0
12/05/2002,398703,398703,398703,398703,0
19/05/2002,410997,410997,410997,410997,0
26/05/2002,420134,420134,420134,420134,0
02/06/2002,422160,422160,422160,422160,0
09/06/2002,429833,429833,429833,429833,0
16/06/2002,428006,428006,428006,428006,0
23/06/2002,436612,436612,436612,436612,0
30/06/2002,424811,424811,424811,424811,0
07/07/2002,449531,449531,449531,449531,0
14/07/2002,444528,444528,444528,444528,0
21/07/2002,448437,448437,448437,448437,0
28/07/2002,473368,473368,473368,473368,0
04/08/2002,472321,472321,472321,472321,0
11/08/2002,505338,505338,505338,505338,0
18/08/2002,513032,513032,513032,513032,0
25/08/2002,520940,520940,520940,520940,0
01/09/2002,503632,503632,503632,503632,0
08/09/2002,490703,490703,490703,490703,0
15/09/2002,502995,502995,502995,502995,0
22/09/2002,506145,506145,506145,506145,0
29/09/2002,501287,501287,501287,501287,0
06/10/2002,484617,484617,484617,484617,0
13/10/2002,484312,484312,484312,484312,0
20/10/2002,487455,487455,487455,487455,0
27/10/2002,483194,483194,483194,483194,0
03/11/2002,491432,491432,491432,491432,0
10/11/2002,506970,506970,506970,506970,0
17/11/2002,510857,510857,510857,510857,0
24/11/2002,501812,501812,501812,501812,0
01/12/2002,472932,472932,472932,472932,0
08/12/2002,465424,465424,465424,465424,0
15/12/2002,455381,455381,455381,455381,0
22/12/2002,447370,447370,447370,447370,0
29/12/2002,455823,455823,438000,438000,0
05/01/2003,438041,438041,438041,438041,0
12/01/2003,444380,444380,444380,444380,0
19/01/2003,455158,455158,455158,455158,0
26/01/2003,464844,464844,464844,464844,0
02/02/2003,460295,460295,460295,460295,0
09/02/2003,467128,467128,467128,467128,0
16/02/2003,472896,472896,472896,472896,0
23/02/2003,474283,474283,474283,474283,0
02/03/2003,467928,467928,467928,467928,0
09/03/2003,455091,455091,455091,455091,0
16/03/2003,432152,432152,432152,432152,0
23/03/2003,451271,451271,451271,451271,0
30/03/2003,450534,450534,450534,450534,0
06/04/2003,432990,432990,432990,432990,0
13/04/2003,416681,416681,416681,416681,0
20/04/2003,415581,415581,415581,415581,0
27/04/2003,409312,409312,409312,409312,0
04/05/2003,397770,397770,397770,397770,0
11/05/2003,399096,399096,399096,399096,0
18/05/2003,409096,409096,409096,409096,0
25/05/2003,417280,417280,417280,417280,0
01/06/2003,408284,408284,408284,408284,0
08/06/2003,400271,400271,400271,400271,0
15/06/2003,387649,387649,387649,387649,0
22/06/2003,388240,388240,388240,388240,0
29/06/2003,379055,379055,379055,379055,0
06/07/2003,379055,379055,379055,379055,0
13/07/2003,369771,369771,369771,369771,0
20/07/2003,376954,376954,376954,376954,0
27/07/2003,392252,392252,392252,392252,0
03/08/2003,403886,403886,403886,403886,0
10/08/2003,407895,407895,407895,407895,0
17/08/2003,395194,395194,395194,395194,0
24/08/2003,378585,378585,378585,378585,0
31/08/2003,355434,355434,355434,355434,0
07/09/2003,352034,352034,352034,352034,0
14/09/2003,357358,357358,357358,357358,0
21/09/2003,347038,347038,347038,347038,0
28/09/2003,361227,361227,361227,361227,0
05/10/2003,369358,369358,369358,369358,0
12/10/2003,382897,382897,382897,382897,0
19/10/2003,408890,408890,408890,408890,0
26/10/2003,438842,438842,438842,438842,0
02/11/2003,445820,445820,445820,445820,0
09/11/2003,468038,468038,468038,468038,0
16/11/2003,472235,472235,472235,472235,0
23/11/2003,479731,479731,479731,479731,0
30/11/2003,454474,454474,454474,454474,0
07/12/2003,447005,447005,447005,447005,0
14/12/2003,451061,451061,451061,451061,0
21/12/2003,455115,455115,455115,455115,0
28/12/2003,455115,455115,455115,455115,0
04/01/2004,455823,455823,455823,455823,0
11/01/2004,450278,450278,450278,450278,0
18/01/2004,513728,513728,513728,513728,0
25/01/2004,590233,590233,590233,590233,0
01/02/2004,623785,623785,623785,623785,0
08/02/2004,632256,632256,632256,632256,0
15/02/2004,643651,643651,643651,643651,0
22/02/2004,636055,636055,636055,636055,0
29/02/2004,655950,655950,655950,655950,0
07/03/2004,655743,655743,655743,655743,0
14/03/2004,653454,653454,653454,653454,0
21/03/2004,675900,675900,675900,675900,0
28/03/2004,706068,706068,706068,706068,0
04/04/2004,707933,707933,707933,707933,0
11/04/2004,748944,748944,748944,748944,0
18/04/2004,741139,741139,741139,741139,0
25/04/2004,696799,696799,696799,696799,0
02/05/2004,665652,665652,665652,665652,0
09/05/2004,656357,656357,656357,656357,0
16/05/2004,631827,631827,631827,631827,0
23/05/2004,631805,631805,631805,631805,0
30/05/2004,634179,634179,634179,634179,0
06/06/2004,631781,631781,631781,631781,0
20/06/2004,632589,632589,632589,632589,0
27/06/2004,614912,614912,614912,614912,0
04/07/2004,577335,577335,577335,577335,0
11/07/2004,547972,547972,547972,547972,0
18/07/2004,564015,564015,564015,564015,0
25/07/2004,563877,563877,563877,563877,0
01/08/2004,576695,576695,576695,576695,0
08/08/2004,582387,582387,582387,582387,0
15/08/2004,566654,566654,566654,566654,0
22/08/2004,560542,560542,560542,560542,0
29/08/2004,560610,560610,560610,560610,0
05/09/2004,529006,529006,529006,529006,0
12/09/2004,534337,534337,534337,534337,0
19/09/2004,537055,537055,537055,537055,0
26/09/2004,556001,556001,556001,556001,0
03/10/2004,568559,568559,568559,568559,0
10/10/2004,588462,588462,588462,588462,0
17/10/2004,609045,609045,609045,609045,0
24/10/2004,608205,608205,608205,608205,0
31/10/2004,620134,620134,620134,620134,0
07/11/2004,641856,641856,641856,641856,0
14/11/2004,645308,645308,645308,645308,0
21/11/2004,652364,652364,652364,652364,0
28/11/2004,642333,642333,642333,642333,0
05/12/2004,584558,584558,584558,584558,0
12/12/2004,583279,583279,583279,583279,0
19/12/2004,589086,589086,589086,589086,0
26/12/2004,594629,594629,594629,594629,0
02/01/2005,592919,592919,592919,592919,0
09/01/2005,604517,604517,604517,604517,0
16/01/2005,613073,613073,613073,613073,0
23/01/2005,631557,631557,631557,631557,0
30/01/2005,644934,644934,644934,644934,0
06/02/2005,649713,649713,649713,649713,0
13/02/2005,657417,657417,657417,657417,0
20/02/2005,671800,671800,671800,671800,0
27/02/2005,644026,644026,644026,644026,0
06/03/2005,638828,638828,638828,638828,0
13/03/2005,639795,639795,639795,639795,0
20/03/2005,684070,684070,684070,684070,0
27/03/2005,676579,676579,676579,676579,0
03/04/2005,667485,667485,667485,667485,0
10/04/2005,678519,678519,678519,678519,0
17/04/2005,665828,665828,665828,665828,0
24/04/2005,687682,687682,687682,687682,0
01/05/2005,663789,663789,663789,663789,0
08/05/2005,673304,673304,673304,673304,0
15/05/2005,683390,683390,683390,683390,0
22/05/2005,677053,677053,677053,677053,0
29/05/2005,668196,668196,668196,668196,0
05/06/2005,685379,685379,685379,685379,0
12/06/2005,682827,682827,682827,682827,0
19/06/2005,695774,695774,695774,695774,0
26/06/2005,735341,735341,735341,735341,0
03/07/2005,707495,707495,707495,707495,0
10/07/2005,689252,689252,689252,689252,0
17/07/2005,686436,686436,686436,686436,0
24/07/2005,724681,724681,724681,724681,0
31/07/2005,739841,739841,739841,739841,0
07/08/2005,743559,743559,743559,743559,0
14/08/2005,733168,733168,733168,733168,0
21/08/2005,728262,728262,728262,728262,0
28/08/2005,737559,737559,737559,737559,0
04/09/2005,713994,713994,713994,713994,0
11/09/2005,709074,709074,709074,709074,0
18/09/2005,708211,708211,708211,708211,0
25/09/2005,706916,706916,706916,706916,0
02/10/2005,720223,720223,720223,720223,0
09/10/2005,749162,749162,749162,749162,0
16/10/2005,765795,765795,765795,765795,0
23/10/2005,797135,797135,797135,797135,0
30/10/2005,827308,827308,827308,827308,0
06/11/2005,859864,859864,859864,859864,0
13/11/2005,867838,867838,867838,867838,0
20/11/2005,855305,855305,855305,855305,0
27/11/2005,847679,847679,847679,847679,0
04/12/2005,789385,789385,789385,789385,0
11/12/2005,767600,767600,767600,767600,0
18/12/2005,770146,770146,770146,770146,0
25/12/2005,773337,773337,773337,773337,0
01/01/2006,776647,776647,776647,776647,0
08/01/2006,812444,812444,812444,812444,0
15/01/2006,839228,839228,839228,839228,0
22/01/2006,872000,872000,872000,872000,0
29/01/2006,893201,893201,893201,893201,0
05/02/2006,976870,976870,976870,976870,0
12/02/2006,1028170,1028170,1028170,1028170,0
19/02/2006,1045045,1045045,1045045,1045045,0
26/02/2006,1062926,1062926,1062926,1062926,0
05/03/2006,1067618,1067618,1067618,1067618,0
12/03/2006,1060188,1060188,1060188,1060188,0
19/03/2006,1051881,1051881,1051881,1051881,0
26/03/2006,1058093,1058093,1058093,1058093,0
02/04/2006,1089960,1089960,1089960,1089960,0
09/04/2006,1124766,1124766,1124766,1124766,0
16/04/2006,1181057,1181057,1181057,1181057,0
23/04/2006,1196857,1196857,1196857,1196857,0
30/04/2006,1184360,1184360,1184360,1184360,0
07/05/2006,1189657,1189657,1189657,1189657,0
14/05/2006,1242361,1242361,1242361,1242361,0
21/05/2006,1314322,1314322,1314322,1314322,0
28/05/2006,1350711,1350711,1350711,1350711,0
04/06/2006,1345066,1345066,1345066,1345066,0
11/06/2006,1347142,1347142,1347142,1347142,0
18/06/2006,1320155,1320155,1320155,1320155,0
25/06/2006,1321520,1321520,1321520,1321520,0
02/07/2006,1329400,1329400,1329400,1329400,0
09/07/2006,1327482,1327482,1327482,1327482,0
16/07/2006,1333225,1333225,1333225,1333225,0
23/07/2006,1355524,1355524,1355524,1355524,0
30/07/2006,1393192,1393192,1393192,1393192,0
06/08/2006,1399222,1399222,1399222,1399222,0
13/08/2006,1366163,1366163,1366163,1366163,0
20/08/2006,1342389,1342389,1342389,1342389,0
27/08/2006,1331646,1331646,1331646,1331646,0
03/09/2006,1317905,1317905,1317905,1317905,0
10/09/2006,1310702,1310702,1310702,1310702,0
17/09/2006,1320852,1320852,1320852,1320852,0
24/09/2006,1298052,1298052,1298052,1298052,0
01/10/2006,1301867,1301867,1301867,1301867,0
08/10/2006,1288905,1288905,1288905,1288905,0
15/10/2006,1278905,1278905,1278905,1278905,0
22/10/2006,1296995,1296995,1296995,1296995,0
29/10/2006,1341536,1341536,1341536,1341536,0
05/11/2006,1374941,1374941,1374941,1374941,0
12/11/2006,1408139,1408139,1408139,1408139,0
19/11/2006,1412250,1412250,1412250,1412250,0
26/11/2006,1393660,1393660,1393660,1393660,0
03/12/2006,1397402,1397402,1397402,1397402,0
10/12/2006,1374454,1374454,1374454,1374454,0
17/12/2006,1383139,1383139,1383139,1383139,0
24/12/2006,1379829,1379829,1379829,1379829,0
31/12/2006,1390388,1390388,1390388,1390388,0
07/01/2007,1411619,1411619,1411619,1411619,0
14/01/2007,1404842,1404842,1404842,1404842,0
21/01/2007,1450684,1450684,1450684,1450684,0
28/01/2007,1487437,1487437,1487437,1487437,0
04/02/2007,1485266,1485266,1485266,1485266,0
11/02/2007,1488786,1488786,1488786,1488786,0
18/02/2007,1499458,1499458,1499458,1499458,0
25/02/2007,1523926,1523926,1523926,1523926,0
04/03/2007,1486994,1486994,1486994,1486994,0
11/03/2007,1441888,1441888,1441888,1441888,0
18/03/2007,1428403,1428403,1428403,1428403,0
25/03/2007,1418803,1418803,1418803,1418803,0
01/04/2007,1406463,1406463,1406463,1406463,0
08/04/2007,1428352,1428352,1428352,1428352,0
15/04/2007,1399142,1399142,1399142,1399142,0
22/04/2007,1363284,1363284,1363284,1363284,0
29/04/2007,1278711,1278711,1278711,1278711,0
06/05/2007,1257301,1257301,1257301,1257301,0
13/05/2007,1261876,1261876,1261876,1261876,0
20/05/2007,1269267,1269267,1269267,1269267,0
27/05/2007,1242385,1242385,1242385,1242385,0
03/06/2007,1260105,1260105,1260105,1260105,0
10/06/2007,1267354,1267354,1267354,1267354,0
17/06/2007,1259840,1259840,1259840,1259840,0
24/06/2007,1265090,1265090,1265090,1265090,0
01/07/2007,1188186,1188186,1188186,1188186,0
08/07/2007,1190115,1190115,1190115,1190115,0
15/07/2007,1197980,1197980,1197980,1197980,0
22/07/2007,1229696,1229696,1229696,1229696,0
29/07/2007,1222222,1222222,1222222,1222222,0
05/08/2007,1219615,1219615,1219615,1219615,0
12/08/2007,1193831,1193831,1193831,1193831,0
19/08/2007,1133449,1133449,1133449,1133449,0
26/08/2007,1105178,1105178,1105178,1105178,0
02/09/2007,1096232,1096232,1096232,1096232,0
09/09/2007,1089568,1089568,1089568,1089568,0
16/09/2007,1086962,1086962,1086962,1086962,0
23/09/2007,1101748,1101748,1101748,1101748,0
30/09/2007,1140593,1140593,1140593,1140593,0
07/10/2007,1152216,1152216,1152216,1152216,0
14/10/2007,1140959,1140959,1140959,1140959,0
21/10/2007,1160813,1160813,1160813,1160813,0
28/10/2007,1173871,1173871,1173871,1173871,0
04/11/2007,1190794,1190794,1190794,1190794,0
11/11/2007,1232612,1232612,1232612,1232612,0
18/11/2007,1234082,1234082,1234082,1234082,0
25/11/2007,1198287,1198287,1198287,1198287,0
02/12/2007,1158555,1158555,1158555,1158555,0
09/12/2007,1141834,1141834,1141834,1141834,0
16/12/2007,1188165,1188165,1188165,1188165,0
23/12/2007,1222721,1222721,1222721,1222721,0
30/12/2007,1251550,1251550,1251550,1251550,0
06/01/2008,1291607,1291607,1291607,1291607,0
13/01/2008,1341299,1341299,1341299,1341299,0
20/01/2008,1397501,1397501,1397501,1397501,0
27/01/2008,1429394,1429394,1429394,1429394,0
